"holder_id","household_id","ea_id","rural","pw","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","pp_s7q01","pp_s7q02","pp_s7q03","pp_s7q04","pp_s7q05","pp_s7q06","pp_s7q07","pp_s7q08","pp_s7q09","pp_s7q10_a","pp_s7q10_b","pp_s7q11","pp_s7q12","pp_s7q13","pp_s7q14","pp_s7q15","pp_s7q16"
"0103070011610001","01030700116100","01030700116",0,1268.06896972656,1,3,7,1,16,100,1,,,,,,2,2,2,1,,,,,,,,
"0103070011612401","01030700116124","01030700116",0,1268.06896972656,1,3,7,1,16,124,1,1,1,,1,,1,,1,,4,,0,6,52,2,50,
"0103070070900601","01030700709006","01030700709",1,2541.76318359375,1,3,7,7,9,6,1,1,1,,2,1,1,,1,,3,,0,6,0,25,0,25
"0103070070902501","01030700709025","01030700709",1,2541.76318359375,1,3,7,7,9,25,1,1,1,,2,2,2,2,1,,1,,1,2,5,5,0,0
"0103070070904301","01030700709043","01030700709",1,2541.76318359375,1,3,7,7,9,43,1,1,1,,2,2,2,2,1,,1,,1,2,0,25,3,28
"0103070070906101","01030700709061","01030700709",1,2541.76318359375,1,3,7,7,9,61,1,1,1,,2,2,2,2,1,,2,,1,3,4,2,2,4
"0103070070907901","01030700709079","01030700709",1,2541.76318359375,1,3,7,7,9,79,1,1,1,,2,2,2,2,1,,2,,2,,0,28,5,33
"0103070070909701","01030700709097","01030700709",1,2541.76318359375,1,3,7,7,9,97,1,1,1,,1,,2,2,1,,1,,0,6,0,5,0,5
"0103070070911501","01030700709115","01030700709",1,2541.76318359375,1,3,7,7,9,115,1,1,2,7,2,2,1,,1,,,,1,,,,,
"0103070070913301","01030700709133","01030700709",1,2541.76318359375,1,3,7,7,9,133,1,1,1,,2,2,2,2,1,,1,,1,2,0,16,0,16
"0103070070915101","01030700709151","01030700709",1,2541.76318359375,1,3,7,7,9,151,1,1,2,2,2,6,1,,1,,,,0,6,,,,
"0103070070917101","01030700709171","01030700709",1,2541.76318359375,1,3,7,7,9,171,1,1,1,,2,2,2,2,1,,1,,2,,0,50,0,50
"0104010120400301","01040101204003","01040101204",1,3055.30517578125,1,4,1,12,4,3,1,1,1,,1,,1,,1,,4,,2,,125,50,75,
"0104010120402201","01040101204022","01040101204",1,3055.30517578125,1,4,1,12,4,22,1,1,1,,1,,1,,1,,4,,2,,75,50,25,
"0104010120402203","01040101204022","01040101204",1,3055.30517578125,1,4,1,12,4,22,3,1,1,,1,,1,,1,,4,,0,6,19,1,18,
"0104010120404501","01040101204045","01040101204",1,3055.30517578125,1,4,1,12,4,45,1,1,1,,1,,1,,1,,4,,1,3,125,25,100,
"0104010120406301","01040101204063","01040101204",1,3055.30517578125,1,4,1,12,4,63,1,1,1,,1,,2,2,1,,4,,,6,150,100,50,
"0104010120406302","01040101204063","01040101204",1,3055.30517578125,1,4,1,12,4,63,2,,,,,,,,,,,,,,,,,
"0104010120408101","01040101204081","01040101204",1,3055.30517578125,1,4,1,12,4,81,1,1,1,,1,,1,,1,,4,,2,,125,50,75,
"0104010120409901","01040101204099","01040101204",1,3055.30517578125,1,4,1,12,4,99,1,1,1,,1,,2,2,1,,4,,2,,150,100,50,
"0104010120411801","01040101204118","01040101204",1,3055.30517578125,1,4,1,12,4,118,1,1,1,,1,,1,,1,,4,,1,2,100,50,50,
"0104010120413601","01040101204136","01040101204",1,3055.30517578125,1,4,1,12,4,136,1,1,1,,1,,1,,1,,4,,1,6,100,50,50,
"0104010120415401","01040101204154","01040101204",1,3055.30517578125,1,4,1,12,4,154,1,1,1,,1,,1,,1,,4,,1,7,75,25,50,
"0104010120417201","01040101204172","01040101204",1,3055.30517578125,1,4,1,12,4,172,1,1,1,,1,,1,,1,,4,,0,7,100,50,50,
"0104030010902301","01040300109023","01040300109",0,1049.10815429688,1,4,3,1,9,23,1,1,1,,1,,2,6,1,,1,,2,,225,125,100,
"0104030010909501","01040300109095","01040300109",0,1049.10815429688,1,4,3,1,9,95,1,1,1,,1,,2,6,1,,1,,0,1,25,25,0,0
"0104030010910701","01040300109107","01040300109",0,1049.10815429688,1,4,3,1,9,107,1,,,,,,2,6,2,5,,,,,,,,
"0104030010911901","01040300109119","01040300109",0,1049.10815429688,1,4,3,1,9,119,1,1,1,,1,,1,,1,,1,3,2,,150,100,50,0
"0104030010913101","01040300109131","01040300109",0,1049.10815429688,1,4,3,1,9,131,1,1,1,,1,,2,6,1,,1,,0,7,100,50,50,0
"0104030010914301","01040300109143","01040300109",0,1049.10815429688,1,4,3,1,9,143,1,,,,,,2,2,1,,,,,,,,,
"0104030040400201","01040300404002","01040300404",1,3404.42578125,1,4,3,4,4,2,1,1,1,,1,,1,,1,,4,,0,1,25,1250,1250,
"0104030040400202","01040300404002","01040300404",1,3404.42578125,1,4,3,4,4,2,2,1,2,,1,,2,2,1,,,,0,,,,,
"0104030040400203","01040300404002","01040300404",1,3404.42578125,1,4,3,4,4,2,3,1,1,,1,,1,,1,,4,,0,6,25,12,12,
"0104030040401401","01040300404014","01040300404",1,3404.42578125,1,4,3,4,4,14,1,1,1,,1,,1,,1,,4,,0,1,100,50,50,
"0104030040402701","01040300404027","01040300404",1,3404.42578125,1,4,3,4,4,27,1,1,1,,1,,1,,1,,4,,1,2,100,50,50,
"0104030040404001","01040300404040","01040300404",1,3404.42578125,1,4,3,4,4,40,1,,1,,1,,1,,1,,4,,1,2,50,25,25,
"0104030040405301","01040300404053","01040300404",1,3404.42578125,1,4,3,4,4,53,1,1,1,,1,,1,,1,,4,,2,,50,25,25,
"0104030040406501","01040300404065","01040300404",1,3404.42578125,1,4,3,4,4,65,1,1,1,,1,,1,,1,,4,,3,,100,50,50,
"0104030040407901","01040300404079","01040300404",1,3404.42578125,1,4,3,4,4,79,1,1,1,,1,,1,,1,,4,,2,,50,25,25,
"0104030040409301","01040300404093","01040300404",1,3404.42578125,1,4,3,4,4,93,1,1,1,,1,,1,,1,,4,,0,6,50,25,25,
"0104030040410601","01040300404106","01040300404",1,3404.42578125,1,4,3,4,4,106,1,1,1,,1,,1,,1,,1,,1,2,100,50,50,
"0104030040411801","01040300404118","01040300404",1,3404.42578125,1,4,3,4,4,118,1,1,1,,1,,1,,1,,4,,2,,100,50,50,
"0104040010300101","01040400103001","01040400103",1,1926.32604980469,1,4,4,1,3,1,1,1,1,,1,,1,,1,,4,,1,6,50,25,25,
"0104040010301101","01040400103011","01040400103",1,1926.32604980469,1,4,4,1,3,11,1,1,1,,1,,1,,1,,4,,,1,25,10,15,
"0104040010301601","01040400103016","01040400103",1,1926.32604980469,1,4,4,1,3,16,1,1,1,,1,,1,,1,,4,,,1,25,10,15,
"0104040010303101","01040400103031","01040400103",1,1926.32604980469,1,4,4,1,3,31,1,1,2,2,2,2,2,2,2,5,5,,,6,,,,
"0104040010304701","01040400103047","01040400103",1,1926.32604980469,1,4,4,1,3,47,1,1,1,,1,,1,,1,,4,,2,,150,75,75,
"0104040010306201","01040400103062","01040400103",1,1926.32604980469,1,4,4,1,3,62,1,1,1,,1,,1,,1,,4,,,1,50,25,25,
"0104040010307701","01040400103077","01040400103",1,1926.32604980469,1,4,4,1,3,77,1,1,1,,1,,1,,1,,4,,0,1,37,12,25,
"0104040010309201","01040400103092","01040400103",1,1926.32604980469,1,4,4,1,3,92,1,1,1,,1,,1,,1,,4,,0,1,50,25,25,
"0104040010310701","01040400103107","01040400103",1,1926.32604980469,1,4,4,1,3,107,1,1,1,,1,,1,,1,,4,,,1,25,15,10,
"0104040010312201","01040400103122","01040400103",1,1926.32604980469,1,4,4,1,3,122,1,1,1,,1,,1,,1,,4,,,6,37,12,25,
"0104040010313701","01040400103137","01040400103",1,1926.32604980469,1,4,4,1,3,137,1,1,2,3,2,2,2,2,2,5,5,,0,5,,,,
"0104050070100401","01040500701004","01040500701",1,2287.2021484375,1,4,5,7,1,4,1,1,2,6,2,3,2,2,2,2,4,,2,,50,25,25,
"0104050070102501","01040500701025","01040500701",1,2287.2021484375,1,4,5,7,1,25,1,1,2,6,2,4,1,,2,4,4,,1,2,50,25,25,
"0104050070104601","01040500701046","01040500701",1,2287.2021484375,1,4,5,7,1,46,1,1,2,6,2,3,1,,2,3,4,,2,,50,25,25,
"0104050070107001","01040500701070","01040500701",1,2287.2021484375,1,4,5,7,1,70,1,1,2,2,2,3,2,2,2,2,5,,0,6,,,,
"0104050070109201","01040500701092","01040500701",1,2287.2021484375,1,4,5,7,1,92,1,1,2,3,2,1,2,2,2,3,5,,0,6,,,,
"0104050070111401","01040500701114","01040500701",1,2287.2021484375,1,4,5,7,1,114,1,1,2,6,2,3,1,,2,4,4,,3,,50,,50,
"0104050070113501","01040500701135","01040500701",1,2287.2021484375,1,4,5,7,1,135,1,1,1,,1,,1,,1,,4,,4,,200,100,100,
"0104050070115801","01040500701158","01040500701",1,2287.2021484375,1,4,5,7,1,158,1,1,2,6,1,,1,,1,,4,,0,7,50,0,50,
"0104050070117901","01040500701179","01040500701",1,2287.2021484375,1,4,5,7,1,179,1,1,1,,1,,1,,1,,4,,2,,50,25,25,
"0104050070120001","01040500701200","01040500701",1,2287.2021484375,1,4,5,7,1,200,1,1,1,,1,,1,,1,,4,,2,,50,25,25,
"0104060080300301","01040600803003","01040600803",1,1233.79125976563,1,4,6,8,3,3,1,1,2,6,2,1,2,4,2,3,,,2,,,,,
"0104060080302001","01040600803020","01040600803",1,1233.79125976563,1,4,6,8,3,20,1,2,2,7,2,5,2,5,2,5,,,2,,,,,
"0104060080303301","01040600803033","01040600803",1,1233.79125976563,1,4,6,8,3,33,1,1,2,6,2,1,2,4,2,3,,,0,1,,,,
"0104060080303302","01040600803033","01040600803",1,1233.79125976563,1,4,6,8,3,33,2,2,2,7,2,5,2,4,2,3,,,0,7,,,,
"0104060080305501","01040600803055","01040600803",1,1233.79125976563,1,4,6,8,3,55,1,1,2,7,1,,2,6,1,,2,,0,6,,,,
"0104060080307401","01040600803074","01040600803",1,1233.79125976563,1,4,6,8,3,74,1,1,1,,1,,2,5,1,,2,,2,,0,3,2,5
"0104060080311701","01040600803117","01040600803",1,1233.79125976563,1,4,6,8,3,117,1,2,2,7,2,6,2,2,1,,,,0,7,,,,
"0104060080313701","01040600803137","01040600803",1,1233.79125976563,1,4,6,8,3,137,1,2,2,7,2,5,2,2,1,,,,0,7,,,,
"0104060080315501","01040600803155","01040600803",1,1233.79125976563,1,4,6,8,3,155,1,2,2,1,2,1,1,,2,3,1,,0,7,,,,
"0104060080318301","01040600803183","01040600803",1,1233.79125976563,1,4,6,8,3,183,1,1,2,6,2,1,2,4,2,3,1,,0,1,,,,
"0104060080320701","01040600803207","01040600803",1,1233.79125976563,1,4,6,8,3,207,1,1,2,6,2,1,2,4,2,3,1,,2,,,,,
"0104080040200201","01040800402002","01040800402",1,2863.5263671875,1,4,8,4,2,2,1,1,2,2,2,5,2,2,2,5,5,,,1,,,,
"0104080040202001","01040800402020","01040800402",1,2863.5263671875,1,4,8,4,2,20,1,1,1,,1,,1,,1,,4,,1,2,50,25,25,
"0104080040203901","01040800402039","01040800402",1,2863.5263671875,1,4,8,4,2,39,1,1,2,2,2,1,1,,1,,5,,2,,,,,
"0104080040205401","01040800402054","01040800402",1,2863.5263671875,1,4,8,4,2,54,1,1,2,3,2,6,1,,1,,5,,1,2,,,,
"0104080040208001","01040800402080","01040800402",1,2863.5263671875,1,4,8,4,2,80,1,1,1,,1,,1,,1,,4,,0,1,50,25,25,
"0104080040209801","01040800402098","01040800402",1,2863.5263671875,1,4,8,4,2,98,1,1,1,,1,,1,,1,,4,,1,2,50,25,25,0
"0104080040211601","01040800402116","01040800402",1,2863.5263671875,1,4,8,4,2,116,1,1,2,2,1,,2,2,1,,5,,,2,,,,
"0104080040213501","01040800402135","01040800402",1,2863.5263671875,1,4,8,4,2,135,1,1,1,,1,,1,,1,,4,,2,,50,25,25,
"0104080040215501","01040800402155","01040800402",1,2863.5263671875,1,4,8,4,2,155,1,1,2,2,1,,2,2,1,,5,,2,,,,,
"0104080040216701","01040800402167","01040800402",1,2863.5263671875,1,4,8,4,2,167,1,1,1,,1,,1,,1,,4,,2,,50,25,25,
"0104080040217301","01040800402173","01040800402",1,2863.5263671875,1,4,8,4,2,173,1,1,1,,1,,1,,1,,4,,,6,50,25,25,
"0105010010500501","01050100105005","01050100105",1,522.736999511719,1,5,1,1,5,5,1,1,1,,1,,1,,1,,1,,0,7,1250,800,450,
"0105010010503101","01050100105031","01050100105",1,522.736999511719,1,5,1,1,5,31,1,1,2,6,2,3,2,6,1,,5,,0,7,,,,
"0105010010505301","01050100105053","01050100105",1,522.736999511719,1,5,1,1,5,53,1,1,2,3,2,2,1,,1,,5,,0,7,,,,
"0105010010507501","01050100105075","01050100105",1,522.736999511719,1,5,1,1,5,75,1,1,2,3,2,2,1,,1,,5,,0,7,,,,
"0105010010509101","01050100105091","01050100105",1,522.736999511719,1,5,1,1,5,91,1,1,1,,1,,1,,1,,1,,0,7,500,400,100,
"0105010010511001","01050100105110","01050100105",1,522.736999511719,1,5,1,1,5,110,1,1,2,7,1,,1,,1,,5,,0,7,,,,
"0105010010513601","01050100105136","01050100105",1,522.736999511719,1,5,1,1,5,136,1,1,1,,1,,1,,1,,1,,0,7,600,150,450,
"0105010010515301","01050100105153","01050100105",1,522.736999511719,1,5,1,1,5,153,1,1,1,,1,,1,,1,,1,,0,7,300,100,50,
"0105010010517401","01050100105174","01050100105",1,522.736999511719,1,5,1,1,5,174,1,1,2,7,2,6,1,,1,,5,,0,7,,,,
"0105010010520001","01050100105200","01050100105",1,522.736999511719,1,5,1,1,5,200,1,1,2,7,2,6,1,,1,,5,,0,7,,,,
"0105020020100401","01050200201004","01050200201",1,789.595764160156,1,5,2,2,1,4,1,2,2,6,2,4,2,1,2,1,5,,2,,,,,
"0105020020102701","01050200201027","01050200201",1,789.595764160156,1,5,2,2,1,27,1,1,1,,1,,1,,1,,1,,3,,75,50,25,
"0105020020105701","01050200201057","01050200201",1,789.595764160156,1,5,2,2,1,57,1,2,2,6,2,1,2,4,2,3,5,,0,,,,,
"0105020020107801","01050200201078","01050200201",1,789.595764160156,1,5,2,2,1,78,1,1,2,5,2,4,2,1,2,1,5,,2,,,,,
"0105020020109901","01050200201099","01050200201",1,789.595764160156,1,5,2,2,1,99,1,1,1,,1,,1,,1,,1,,4,,100,50,50,
"0105020020112001","01050200201120","01050200201",1,789.595764160156,1,5,2,2,1,120,1,2,1,,1,,1,,1,,1,,2,,50,15,,
"0105020020114201","01050200201142","01050200201",1,789.595764160156,1,5,2,2,1,142,1,1,2,2,2,2,2,1,2,2,5,,0,1,,,,
"0105020020116301","01050200201163","01050200201",1,789.595764160156,1,5,2,2,1,163,1,1,2,4,2,3,2,2,2,2,5,,1,1,,,,
"0105020020118401","01050200201184","01050200201",1,789.595764160156,1,5,2,2,1,184,1,2,1,,1,,2,4,2,3,4,,2,,50,50,,
"0105020020120501","01050200201205","01050200201",1,789.595764160156,1,5,2,2,1,205,1,1,1,,1,,1,,1,,1,,2,,50,25,,
"0105020071200201","01050200712002","01050200712",1,425.449401855469,1,5,2,7,12,2,1,1,2,7,2,1,2,2,1,,5,,0,5,0,0,0,0
"0105020071202001","01050200712020","01050200712",1,425.449401855469,1,5,2,7,12,20,1,1,1,,1,,1,,1,,1,,2,,200,100,100,0
"0105020071203501","01050200712035","01050200712",1,425.449401855469,1,5,2,7,12,35,1,1,1,,1,,1,,1,,1,,,1,100,50,50,0
"0105020071205401","01050200712054","01050200712",1,425.449401855469,1,5,2,7,12,54,1,1,1,,1,,1,,1,,1,,3,,100,50,50,0
"0105020071206401","01050200712064","01050200712",1,425.449401855469,1,5,2,7,12,64,1,1,1,,1,,1,,1,,1,,2,,100,50,50,0
"0105020071207301","01050200712073","01050200712",1,425.449401855469,1,5,2,7,12,73,1,1,1,,1,,1,,1,,1,,1,1,50,25,25,0
"0105020071208201","01050200712082","01050200712",1,425.449401855469,1,5,2,7,12,82,1,1,1,,1,,2,4,1,,5,,2,,,,,
"0105020071209101","01050200712091","01050200712",1,425.449401855469,1,5,2,7,12,91,1,1,2,3,1,,2,4,1,,5,,1,2,,,,
"0105020071210001","01050200712100","01050200712",1,425.449401855469,1,5,2,7,12,100,1,1,1,,1,,1,,1,,1,,4,,50,25,25,0
"0105020071211001","01050200712110","01050200712",1,425.449401855469,1,5,2,7,12,110,1,1,2,3,1,,2,2,1,,5,,1,2,,,,
"0105020150300201","01050201503002","01050201503",1,1449.9619140625,1,5,2,15,3,2,1,1,2,7,2,5,2,2,2,3,5,,1,1,,,,
"0105020150302101","01050201503021","01050201503",1,1449.9619140625,1,5,2,15,3,21,1,1,1,,1,,1,,1,,1,,1,2,100,50,50,
"0105020150304001","01050201503040","01050201503",1,1449.9619140625,1,5,2,15,3,40,1,1,2,7,1,,2,2,1,,5,,4,,,,,
"0105020150305801","01050201503058","01050201503",1,1449.9619140625,1,5,2,15,3,58,1,1,2,2,2,5,2,2,2,5,5,,0,7,,,,
"0105020150307601","01050201503076","01050201503",1,1449.9619140625,1,5,2,15,3,76,1,1,2,7,2,2,2,2,1,,5,,2,,,,,
"0105020150309401","01050201503094","01050201503",1,1449.9619140625,1,5,2,15,3,94,1,1,2,2,2,5,1,,1,,5,,2,,,,,
"0105020150311201","01050201503112","01050201503",1,1449.9619140625,1,5,2,15,3,112,1,1,2,7,1,,1,,1,,1,,0,6,,,,100
"0105020150313001","01050201503130","01050201503",1,1449.9619140625,1,5,2,15,3,130,1,1,2,2,1,,1,,1,,5,,0,6,,,,
"0105020150314801","01050201503148","01050201503",1,1449.9619140625,1,5,2,15,3,148,1,1,2,7,1,,1,,1,,5,,1,1,,,,
"0105020150316701","01050201503167","01050201503",1,1449.9619140625,1,5,2,15,3,167,1,1,2,7,2,5,2,2,2,3,5,,1,2,,,,
"0105030150101101","01050301501011","01050301501",1,3674.91430664063,1,5,3,15,1,11,1,1,1,,1,,1,,1,,1,,3,,100,50,50,
"0105030150106201","01050301501062","01050301501",1,3674.91430664063,1,5,3,15,1,62,1,1,2,3,2,2,2,4,1,,5,,1,1,,,,
"0105030150111401","01050301501114","01050301501",1,3674.91430664063,1,5,3,15,1,114,1,1,2,3,2,1,2,6,2,5,5,,2,,,,,
"0105030150118301","01050301501183","01050301501",1,3674.91430664063,1,5,3,15,1,183,1,1,1,,1,,1,,1,,1,,4,,300,150,150,
"0105030150123601","01050301501236","01050301501",1,3674.91430664063,1,5,3,15,1,236,1,1,1,,1,,1,,1,,1,,3,,100,50,50,
"0105030150130601","01050301501306","01050301501",1,3674.91430664063,1,5,3,15,1,306,1,1,2,3,2,2,2,2,1,,5,,1,2,,,,
"0105030150137201","01050301501372","01050301501",1,3674.91430664063,1,5,3,15,1,372,1,1,1,,1,,1,,1,,1,,0,1,150,75,75,
"0105030150144601","01050301501446","01050301501",1,3674.91430664063,1,5,3,15,1,446,1,1,2,7,2,1,2,6,1,,5,,2,,,,,
"0105030150150301","01050301501503","01050301501",1,3674.91430664063,1,5,3,15,1,503,1,1,2,6,2,3,2,4,1,,5,,2,,,,,
"0105030150157201","01050301501572","01050301501",1,3674.91430664063,1,5,3,15,1,572,1,1,2,7,2,2,2,2,1,,5,,2,,0,,,
"0105030230400301","01050302304003","01050302304",1,448.348846435547,1,5,3,23,4,3,1,1,2,3,2,3,2,2,1,,5,,2,,,,,
"0105030230401501","01050302304015","01050302304",1,448.348846435547,1,5,3,23,4,15,1,1,2,1,2,1,2,2,1,,5,,2,,,,,
"0105030230402101","01050302304021","01050302304",1,448.348846435547,1,5,3,23,4,21,1,2,2,1,2,1,2,1,1,,5,,0,1,,,,
"0105030230403901","01050302304039","01050302304",1,448.348846435547,1,5,3,23,4,39,1,1,2,3,2,1,2,2,1,,5,,2,,,,,
"0105030230405701","01050302304057","01050302304",1,448.348846435547,1,5,3,23,4,57,1,,,,,,,,,,,,,,,,,
"0105030230407501","01050302304075","01050302304",1,448.348846435547,1,5,3,23,4,75,1,1,2,6,2,1,2,4,1,,5,,2,,,,,
"0105030230409401","01050302304094","01050302304",1,448.348846435547,1,5,3,23,4,94,1,2,2,1,2,3,2,1,2,3,5,,0,1,,,,
"0105030230411201","01050302304112","01050302304",1,448.348846435547,1,5,3,23,4,112,1,2,2,2,2,5,2,2,1,,5,,2,,,,,
"0105030230413001","01050302304130","01050302304",1,448.348846435547,1,5,3,23,4,130,1,1,2,2,2,3,2,2,1,,5,,2,3,,,,
"0105030230414801","01050302304148","01050302304",1,448.348846435547,1,5,3,23,4,148,1,2,2,3,2,3,2,5,1,,5,,2,,,,,
"0105030230416601","01050302304166","01050302304",1,448.348846435547,1,5,3,23,4,166,1,1,2,4,2,4,2,1,1,,5,,2,,,,,
"0201030010200401","02010300102004","02010300102",1,1603.92102050781,2,1,3,1,2,4,1,,,,,,2,1,2,1,,,,,,,,
"0201030010201401","02010300102014","02010300102",1,1603.92102050781,2,1,3,1,2,14,1,2,2,2,2,4,2,1,2,1,,,,,,,,
"0201030010201901","02010300102019","02010300102",1,1603.92102050781,2,1,3,1,2,19,1,2,2,,2,4,2,1,2,1,5,,,1,,,,
"0201030010203401","02010300102034","02010300102",1,1603.92102050781,2,1,3,1,2,34,1,,,,2,4,2,1,2,1,,,,,,,,
"0201030010204901","02010300102049","02010300102",1,1603.92102050781,2,1,3,1,2,49,1,2,2,4,2,4,2,1,2,1,5,,,1,,,,
"0201030010206401","02010300102064","02010300102",1,1603.92102050781,2,1,3,1,2,64,1,,,,,,2,1,2,1,,,,,,,,
"0201030010207901","02010300102079","02010300102",1,1603.92102050781,2,1,3,1,2,79,1,,,,,,2,1,2,1,,,,,,,,
"0201030010209401","02010300102094","02010300102",1,1603.92102050781,2,1,3,1,2,94,1,,,,,,2,1,2,1,,,,,,,,
"0201030010210901","02010300102109","02010300102",1,1603.92102050781,2,1,3,1,2,109,1,2,2,4,2,4,2,1,2,1,5,,2,1,,,,
"0201030010212501","02010300102125","02010300102",1,1603.92102050781,2,1,3,1,2,125,1,2,2,4,2,4,2,1,2,1,5,,,1,,,,
"0201030010214001","02010300102140","02010300102",1,1603.92102050781,2,1,3,1,2,140,1,,,,,,2,1,2,1,,,,,,,,
"0201030060100301","02010300601003","02010300601",1,828.989685058594,2,1,3,6,1,3,1,,,,,,2,1,2,1,,,,,,,,
"0201030060102201","02010300601022","02010300601",1,828.989685058594,2,1,3,6,1,22,1,,,,,,2,1,2,1,,,,,,,,
"0201030060104001","02010300601040","02010300601",1,828.989685058594,2,1,3,6,1,40,1,,,,,,2,1,2,1,,,,,,,,
"0201030060107901","02010300601079","02010300601",1,828.989685058594,2,1,3,6,1,79,1,,,,,,2,1,1,,,,,,,,,
"0201030060109701","02010300601097","02010300601",1,828.989685058594,2,1,3,6,1,97,1,,,,2,4,2,1,2,1,,,,,,,,
"0201030060111501","02010300601115","02010300601",1,828.989685058594,2,1,3,6,1,115,1,,,,2,4,2,1,2,1,,,,,,,,
"0201030060113301","02010300601133","02010300601",1,828.989685058594,2,1,3,6,1,133,1,,,,2,4,2,1,2,1,,,,,,,,
"0201030060115101","02010300601151","02010300601",1,828.989685058594,2,1,3,6,1,151,1,2,2,4,2,4,2,1,2,1,,,2,,,,,
"0201030060117101","02010300601171","02010300601",1,828.989685058594,2,1,3,6,1,171,1,,,,,,2,1,2,1,,,,,,,,
"0201030080200701","02010300802007","02010300802",1,647.510009765625,2,1,3,8,2,7,1,2,2,6,2,4,2,1,2,1,5,5,2,,,,,
"0201030080204201","02010300802042","02010300802",1,647.510009765625,2,1,3,8,2,42,1,2,2,6,2,4,2,1,2,1,5,5,,1,,,,
"0201030080207801","02010300802078","02010300802",1,647.510009765625,2,1,3,8,2,78,1,2,2,,2,,2,1,2,1,5,,3,,,,,
"0201030080211301","02010300802113","02010300802",1,647.510009765625,2,1,3,8,2,113,1,2,2,6,2,4,2,1,2,1,5,5,,1,,,,
"0201030080214701","02010300802147","02010300802",1,647.510009765625,2,1,3,8,2,147,1,2,2,6,2,4,2,1,2,1,5,5,,1,,,,
"0201030080218101","02010300802181","02010300802",1,647.510009765625,2,1,3,8,2,181,1,2,2,6,2,4,2,1,2,1,5,5,,1,,,,
"0201030080221701","02010300802217","02010300802",1,647.510009765625,2,1,3,8,2,217,1,2,2,6,2,4,2,1,2,1,5,5,,1,,,,
"0201030080225001","02010300802250","02010300802",1,647.510009765625,2,1,3,8,2,250,1,2,1,,1,,2,1,2,1,,,,,,,,
"0201030080228301","02010300802283","02010300802",1,647.510009765625,2,1,3,8,2,283,1,2,2,1,2,1,2,1,2,1,5,,1,,,,,
"0201030080231601","02010300802316","02010300802",1,647.510009765625,2,1,3,8,2,316,1,2,2,1,2,1,2,1,2,1,5,,,,,,,
"0201040020100601","02010400201006","02010400201",1,756.8984375,2,1,4,2,1,6,1,2,2,1,2,4,2,1,2,1,5,,,,,,,
"0201040020102401","02010400201024","02010400201",1,756.8984375,2,1,4,2,1,24,1,2,2,1,2,4,2,1,2,1,5,5,,6,,,,
"0201040020104401","02010400201044","02010400201",1,756.8984375,2,1,4,2,1,44,1,2,2,4,2,4,2,1,2,1,5,5,,6,,,,
"0201040020106201","02010400201062","02010400201",1,756.8984375,2,1,4,2,1,62,1,2,2,1,2,4,2,1,2,2,5,5,,6,,,,
"0201040020108301","02010400201083","02010400201",1,756.8984375,2,1,4,2,1,83,1,2,2,1,2,4,2,1,2,2,5,5,1,3,,,,
"0201040020110101","02010400201101","02010400201",1,756.8984375,2,1,4,2,1,101,1,2,2,1,2,4,2,1,2,1,5,5,,6,,,,
"0201040020111901","02010400201119","02010400201",1,756.8984375,2,1,4,2,1,119,1,2,2,1,2,4,2,1,2,1,5,5,1,3,,,,
"0201040020113701","02010400201137","02010400201",1,756.8984375,2,1,4,2,1,137,1,2,2,1,2,4,2,1,2,1,5,5,2,3,,,,
"0201040020115501","02010400201155","02010400201",1,756.8984375,2,1,4,2,1,155,1,2,2,1,2,1,2,1,2,1,5,5,,6,,,,
"0201040020117301","02010400201173","02010400201",1,756.8984375,2,1,4,2,1,173,1,2,2,1,2,4,2,1,2,1,5,,,,,,,
"0201050040400101","02010500404001","02010500404",1,1478.2890625,2,1,5,4,4,1,1,,,,,,2,1,2,1,,,,,,,,
"0201050040400401","02010500404004","02010500404",1,1478.2890625,2,1,5,4,4,4,1,,,,,,2,1,2,1,,,,,,,,
"0201050040400701","02010500404007","02010500404",1,1478.2890625,2,1,5,4,4,7,1,,,,,,2,1,2,1,,,,,,,,
"0201050040401001","02010500404010","02010500404",1,1478.2890625,2,1,5,4,4,10,1,,,,,,2,1,2,1,,,,,,,,
"0201050040401301","02010500404013","02010500404",1,1478.2890625,2,1,5,4,4,13,1,,,,,,2,1,2,1,,,,,,,,
"0201050040401601","02010500404016","02010500404",1,1478.2890625,2,1,5,4,4,16,1,,,,,,2,1,2,1,,,,,,,,
"0201050040401901","02010500404019","02010500404",1,1478.2890625,2,1,5,4,4,19,1,,,,,,2,1,2,1,,,,,,,,
"0201050040402201","02010500404022","02010500404",1,1478.2890625,2,1,5,4,4,22,1,,,,,,2,1,2,1,,,,,,,,
"0201050040402801","02010500404028","02010500404",1,1478.2890625,2,1,5,4,4,28,1,,,,,,2,1,2,1,,,,,,,,
"0201050110300201","02010501103002","02010501103",1,1668.57727050781,2,1,5,11,3,2,1,,,,,,2,1,2,1,,,,,,,,
"0201050110300801","02010501103008","02010501103",1,1668.57727050781,2,1,5,11,3,8,1,,,,,,2,1,2,1,,,,,,,,
"0201050110301401","02010501103014","02010501103",1,1668.57727050781,2,1,5,11,3,14,1,,,,,,2,1,2,1,,,,,,,,
"0201050110302601","02010501103026","02010501103",1,1668.57727050781,2,1,5,11,3,26,1,,,,,,2,1,2,1,,,,,,,,
