holder_id,household_id,household_id2,ea_id,ea_id2,rural,pw2,saq01,saq02,saq03,saq04,saq05,saq06,pp_saq07,pp_s7q01,pp_s7q02,pp_s7q03,pp_s7q03_other,pp_s7q04,pp_s7q05,pp_s7q05_other,pp_s7q06,pp_s7q07,pp_s7q07_other,pp_s7q08,pp_s7q09,pp_s7q09_other,pp_s7q10_a,pp_s7q10_a_other,pp_s7q10_b,pp_s7q11,pp_s7q12,pp_s7q12_other,pp_s7q13,pp_s7q14,pp_s7q15,pp_s7q16a,pp_s7q16b,pp_s7q17,pp_s7q18_a,pp_s7q18_b,pp_s7q19,pp_s7q20_a,pp_s7q20_b,pp_s7q20_c,pp_s7q21,pp_s7q22,pp_s7q23_a,pp_s7q23_b,hh_saq01,hh_saq02,hh_saq03,hh_saq04,hh_saq05,hh_saq06,hh_saq07,hh_saq08
0102010020712201,01020100207122,010201088800207122,01020100207,010201088800207,Rural,3083.032958984375,Tigray,2,1,2,7,122,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,25,0,25,0,25,Yes,Hamle,2005,20,Wire mesh (Gabiyon ),Tree planting,Terracing,1,1,YEBET WST SRA SLEMISERU,,Tigray,2,1,8,88,2,7,122
0102010020713701,01020100207137,010201088800207137,01020100207,010201088800207,Rural,3083.032958984375,Tigray,2,1,2,7,137,1,Yes,No,High Price,,No,Lack of Money,,Yes,,,No,Non-Availability of the Service,,Governement Organization,,,2,,,0,0,0,0,0,Yes,Yekatit,2005,22,Terracing,Tree planting,,1,1,YEBET WST SRA MEBZAT,,Tigray,2,1,8,88,2,7,137
0102020010704701,,010202020100107047,,010202020100107,Large town (urban),1643.14990234375,Tigray,2,2,1,7,47,1,Yes,Yes,,,No,Lack of Money,,Yes,,,Yes,,,Governement Organization,,,0,By Renting Ox,,50,25,25,25,25,Yes,Yekatit,2006,44,Wire mesh (Gabiyon ),,,1,2,,,Tigray,2,2,2,1,1,7,47
0102020080200201,01020200802002,010202088800802002,01020200802,010202088800802,Rural,2978.087158203125,Tigray,2,2,8,2,2,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,100,50,50,35,38,No,,,,,,,2,2,AROGE SLEHONKU,,Tigray,2,2,8,88,8,2,2
0102020080201701,01020200802017,010202088800802017,01020200802,010202088800802,Rural,2978.087158203125,Tigray,2,2,8,2,17,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,3,,,100,50,50,50,50,Yes,Yekatit,2005,22,Preparing water harvesting  pits,Road construction,Wire mesh (Gabiyon ),1,1,RASU YALE SET AYHEDM,LJOCH SLEMTNKEBAKEB,Tigray,2,2,8,88,8,2,17
0102020080202801,01020200802028,010202088800802028,01020200802,010202088800802,Rural,2978.087158203125,Tigray,2,2,8,2,28,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,0,By Renting Ox,,100,0,0,0,0,Yes,Megabit,2005,20,Terracing,Wire mesh (Gabiyon ),Conservation activities,,,,,Tigray,2,2,8,88,8,2,28
0102020080203301,01020200802033,010202088800802033,01020200802,010202088800802,Rural,2978.087158203125,Tigray,2,2,8,2,33,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,50,25,25,25,25,Yes,Megabit,2005,20,Preparing water harvesting  pits,Conservation activities,Stone terracing,1,1,BAL EYALE MIST ATSERAM TEBLO SLEMITASEB,LJOCH SELEMTNKEBAKEB,Tigray,2,2,8,88,8,2,33
0102020080204801,01020200802048,010202088800802048,01020200802,010202088800802,Rural,2978.087158203125,Tigray,2,2,8,2,48,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,100,50,50,50,50,Yes,Megabit,2005,20,Conservation activities,Wire mesh (Gabiyon ),Stone terracing,1,1,LJOCH SLEMNKEBAKEB,RUQ SLEHONE MESRIYABETU,Tigray,2,2,8,88,8,2,48
0102020080206301,01020200802063,010202088800802063,01020200802,010202088800802,Rural,2978.087158203125,Tigray,2,2,8,2,63,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,100,50,50,50,50,Yes,Megabit,2005,22,Stone terracing,Preparing water harvesting  pits,,7,7,BAL EYALE MIST MEHED YETELEMEDE ADELEM,,Tigray,2,2,8,88,8,2,63
0102020080207801,01020200802078,010202088800802078,01020200802,010202088800802,Rural,2978.087158203125,Tigray,2,2,8,2,78,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,Other (Specify),2,,,100,50,50,50,50,Yes,Yekatit,2005,15,Conservation activities,Wire mesh (Gabiyon ),Terracing,1,1,LJOCH SLEMNKEBAKEB,YEBET SRA SLEMSERA,Tigray,2,2,8,88,8,2,78
0102020080210801,01020200802108,010202088800802108,01020200802,010202088800802,Rural,2978.087158203125,Tigray,2,2,8,2,108,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,100,50,50,50,50,No,,,,,,,1,1,YETENA GUDAY,,Tigray,2,2,8,88,8,2,108
0102020080212001,01020200802120,010202088800802120,01020200802,010202088800802,Rural,332.7471923828125,Tigray,2,2,8,2,120,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Tigray,2,2,8,88,8,2,120
0102020080212401,01020200802124,010202088800802124,01020200802,010202088800802,Rural,2978.087158203125,Tigray,2,2,8,2,124,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,125,50,75,49,75,Yes,Megabit,2005,15,Terracing,Preparing water harvesting  pits,Stone terracing,1,1,LJOCH SLEMTNKEBAKEB,TLQ EQA MANSAT SLEMATCHL,Tigray,2,2,8,88,8,2,124
0102020080213901,01020200802139,010202088800802139,01020200802,010202088800802,Rural,2978.087158203125,Tigray,2,2,8,2,139,1,Yes,No,Lack of Money,,No,Lack of Money,,No,Unable to Pay the Loan,,No,Other Specify,I don't need the advisory services,Never Used Fertilizer,,,0,Other (Specify),USING BORROWED OXEN,0,0,0,0,0,No,,,,,,,1,,,,Tigray,2,2,8,88,8,2,139
0102020080218001,01020200802180,010202088800802180,01020200802,010202088800802,Rural,332.7471923828125,Tigray,2,2,8,2,180,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,0,Other (Specify),USING BORROWED OXEN,25,13,12,13,12,No,,,,,,,1,1,,,Tigray,,,,,,,
0102030100100201,01020301001002,010203088801001002,01020301001,010203088801001,Rural,3220.993896484375,Tigray,2,3,10,1,2,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,2,,,50,25,25,20,20,Yes,Yekatit,2005,20,Terracing,Conservation activities,Trenches,1,1,BET WST SRA SLEMIBEZA,AQMACHEW DEKAMA SLEHONE,Tigray,2,3,8,88,10,1,2
0102030100101701,01020301001017,010203088801001017,01020301001,010203088801001,Rural,3220.993896484375,Tigray,2,3,10,1,17,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,0,Other (Specify),sold their oxen after land preparation,25,13,13,13,13,Yes,Yekatit,2005,20,Terracing,Conservation activities,Road construction,1,1,,,Tigray,2,3,8,88,10,1,17
0102030100103201,01020301001032,010203088801001032,01020301001,010203088801001,Rural,3220.993896484375,Tigray,2,3,10,1,32,1,Yes,No,High Price,,No,Lack of Money,,No,Unable to Pay the Loan,,No,Other Specify,I don't need the advisory services,Other (Specify),From Cooperatives,,0,Other (Specify),USING BORROWED OXEN,0,0,0,0,0,No,,,,,,,1,1,,,Tigray,2,3,8,88,10,1,32
0102030100104701,01020301001047,010203088801001047,01020301001,010203088801001,Rural,3220.993896484375,Tigray,2,3,10,1,47,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,0,Other (Specify),sold their oxen after land preparation,50,25,25,25,25,Yes,Yekatit,2005,20,Conservation activities,Terracing,Trenches,1,1,YEBET WST SRA SLEMIBEZA,LJOCH BET WST SLEMTYZ,Tigray,2,3,8,88,10,1,47
0102030100106201,01020301001062,010203088801001062,01020301001,010203088801001,Rural,3220.993896484375,Tigray,2,3,10,1,62,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,0,Other (Specify),sold their oxen after land preparation,100,50,50,29,27,Yes,Yekatit,2005,20,Terracing,Conservation activities,Trenches,1,1,SETOCH YEBET WST SRA SLEMIBEZABACHEW NEW,BEABZANGAW YEWND HALAFINET TEDERGO SLEMIQOTER,Tigray,2,3,8,88,10,1,62
0102030100108001,01020301001080,010203088801001080,01020301001,010203088801001,Rural,3220.993896484375,Tigray,2,3,10,1,80,1,Yes,No,Other Specify,DOUBT ON USEFULNESS,No,Other Specify,because all my farm lands are fallow,No,Unable to Pay the Loan,,No,Does Not Yield Any Results,,Other (Specify),From Cooperatives,,0,Other (Specify),The Land was left fallow,0,0,0,0,0,Yes,Yekatit,2005,20,Terracing,Conservation activities,Trenches,1,1,,,Tigray,2,3,8,88,10,1,80
0102030100109501,01020301001095,010203088801001095,01020301001,010203088801001,Rural,3220.993896484375,Tigray,2,3,10,1,95,1,Yes,No,Lack of Money,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Other (Specify),From Cooperatives,,0,By Renting Ox,,0,0,0,0,0,Yes,Tir,1999,12,Terracing,Wire mesh (Gabiyon ),Conservation activities,1,1,,,Tigray,2,3,8,88,10,1,95
0102030100109701,01020301001097,010203088801001097,01020301001,010203088801001,Rural,1121.232055664063,Tigray,2,3,10,1,97,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,0,By Renting Ox,,25,12,13,12,13,Yes,Yekatit,2005,20,Terracing,Conservation activities,Trenches,1,1,,,Tigray,2,3,8,88,10,1,97
0102030100111101,01020301001111,010203088801001111,01020301001,010203088801001,Rural,3220.993896484375,Tigray,2,3,10,1,111,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,2,,,100,50,50,37,37,Yes,Megabit,2005,20,Terracing,Conservation activities,Trenches,1,1,YEBET WST SRA SLEMIBEZA,AQMACHEW DEKAMA SLEHONE,Tigray,2,3,8,88,10,1,111
0102030100112801,01020301001128,010203088801001128,01020301001,010203088801001,Rural,3220.993896484375,Tigray,2,3,10,1,128,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,1,By Pairing Mine with Someone's Ox,,50,25,25,20,20,Yes,Yekatit,2005,20,Terracing,Conservation activities,Trenches,1,1,YEBET WST SRA SLEMIBEZABACHEW,,Tigray,2,3,8,88,10,1,128
0102030100114501,01020301001145,010203088801001145,01020301001,010203088801001,Rural,3220.993896484375,Tigray,2,3,10,1,145,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Other (Specify),From Cooperatives,,2,,,50,25,25,25,25,Yes,Yekatit,2005,20,Conservation activities,Trenches,Terracing,1,1,YEBET WST SRA SLEMIBEZA,,Tigray,2,3,8,88,10,1,145
0102030100115201,01020301001152,010203088801001152,01020301001,010203088801001,Rural,1121.232055664063,Tigray,2,3,10,1,152,1,Yes,No,High Price,,No,Lack of Money,,No,Unable to Pay the Loan,,No,Other Specify,I don't need the advisory services,Other (Specify),From Cooperatives,,0,Other (Specify),USING BORROWED OXEN,0,0,0,0,0,No,,,,,,,1,1,,,Tigray,2,3,8,88,10,1,152
0102040170200201,01020401702002,010204088801702002,01020401702,010204088801702,Rural,3819.716552734375,Tigray,2,4,17,2,2,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,100,50,50,50,50,Yes,Megabit,2005,21,Terracing,Tree planting,Terracing,1,1,LJOCH SLEMNKEBAKEB,BALE AYALE ANE MEHED AYGEBANGM,Tigray,2,4,8,88,17,2,2
0102040170200501,01020401702005,010204088801702005,01020401702,010204088801702,Rural,781.8132934570313,Tigray,2,4,17,2,5,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Tigray,2,4,8,88,17,2,5
0102040170201801,01020401702018,010204088801702018,01020401702,010204088801702,Rural,3819.716552734375,Tigray,2,4,17,2,18,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,2,,,75,25,50,25,50,Yes,Megabit,2005,21,Terracing,Tree planting,Stone terracing,1,1,YEGBAT METENU SLEMALAWEQEW,YEBET SRA SLEMIBEZABNG,Tigray,2,4,8,88,17,2,18
0102040170203301,01020401702033,010204088801702033,01020401702,010204088801702,Rural,3819.716552734375,Tigray,2,4,17,2,33,1,No,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,Other (Specify),2,,,100,50,50,50,50,Yes,Yekatit,2005,20,Terracing,Conservation activities,Stone terracing,1,1,SLEMAYMCHAT,YEBET WST SRA SLEMIBEZAT,Tigray,2,4,8,88,17,2,33
0102040170204801,01020401702048,010204088801702048,01020401702,010204088801702,Rural,3819.716552734375,Tigray,2,4,17,2,48,1,No,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,2,,,75,25,50,25,50,Yes,Yekatit,2005,22,Terracing,Stone terracing,Conservation activities,1,1,SELEMAYMECHLAT ANJI CHGR YELEWM,YEBCET ANSSAT SLEMTKETATEL,Tigray,2,4,8,88,17,2,48
0102040170206301,01020401702063,010204088801702063,01020401702,010204088801702,Rural,3819.716552734375,Tigray,2,4,17,2,63,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,1,By Pairing Mine with Someone's Ox,,24,12,12,12,12,Yes,Yekatit,2005,20,Terracing,Conservation activities,Stone terracing,1,1,,,Tigray,2,4,8,88,17,2,63
0102040170207801,01020401702078,010204088801702078,01020401702,010204088801702,Rural,3819.716552734375,Tigray,2,4,17,2,78,1,No,Yes,,,Yes,,,No,Inadequate Service Provided,,Yes,,,Governement Organization,,Other (Specify),1,By Pairing Mine with Someone's Ox,,75,25,50,25,50,Yes,Yekatit,2005,20,Terracing,Preparing water harvesting  pits,Stone terracing,1,2,,,Tigray,2,4,8,88,17,2,78
0102040170209301,01020401702093,010204088801702093,01020401702,010204088801702,Rural,3819.716552734375,Tigray,2,4,17,2,93,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,2,,,100,50,50,50,50,Yes,Yekatit,2005,20,Terracing,Conservation activities,Stone terracing,1,1,SLEMAYMECHAT,YEBET SRA SLEMIBEZABAT,Tigray,2,4,8,88,17,2,93
0102040170210801,01020401702108,010204088801702108,01020401702,010204088801702,Rural,3819.716552734375,Tigray,2,4,17,2,108,1,Yes,Yes,,,Yes,,,No,Other Specify,Because I don't need credit,Yes,,,Governement Organization,,,2,,,125,75,50,75,50,Yes,Hamle,2005,2,Terracing,Tree planting,Preparing holes for tree plantation,1,3,SLEMAYMECHACHEW,YEBET SRA SLEMIBEZA,Tigray,2,4,8,88,17,2,108
0102040170212301,01020401702123,010204088801702123,01020401702,010204088801702,Rural,3819.716552734375,Tigray,2,4,17,2,123,1,Yes,Yes,,,Yes,,,No,Unable to Pay the Loan,,Yes,,,Governement Organization,,,0,Using Borrowed Oxen,,36,24,12,24,12,Yes,Yekatit,2005,20,Terracing,Conservation activities,Stone terracing,1,1,LJOCH SLEMNKEBAKEB,BALEBETE KENE YETESHALE NEW BEYE SLEMASB,Tigray,2,4,8,88,17,2,123
0102040170213801,01020401702138,010204088801702138,01020401702,010204088801702,Rural,3819.716552734375,Tigray,2,4,17,2,138,1,No,Yes,,,Yes,,,No,Non-Availability of the Service,,Yes,,,Governement Organization,,,1,By Renting Ox,,50,25,25,25,25,No,,,,,,,1,1,SRA SLEMIBEZABNG,LEMEHED ALASBM,Tigray,2,4,8,88,17,2,138
0102040170214901,01020401702149,010204088801702149,01020401702,010204088801702,Rural,781.8132934570313,Tigray,2,4,17,2,149,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,Yes,Yekatit,2005,15,,,,,,,,Tigray,2,4,8,88,17,2,149
0102060130100201,01020601301002,010206088801301002,01020601301,010206088801301,Rural,3292.635498046875,Tigray,2,6,13,1,2,1,Yes,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have own farmland,No,Unable to Pay the Loan,,Yes,,,Other (Specify),I have never bought fertilizer,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,Yes,Tahsas,2002,22,Terracing,Tree planting,Preparing holes for tree plantation,1,,,,Tigray,2,6,8,88,13,1,2
0102060130101801,01020601301018,010206088801301018,01020601301,010206088801301,Rural,3292.635498046875,Tigray,2,6,13,1,18,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,0,By Renting Ox,,25,13,13,13,13,Yes,Tahsas,1995,15,Terracing,Tree planting,Preparing holes for tree plantation,1,1,BALEBETE TENA SLELELAT,,Tigray,2,6,8,88,13,1,18
0102060130103301,01020601301033,010206088801301033,01020601301,010206088801301,Rural,3292.635498046875,Tigray,2,6,13,1,33,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,1,By Pairing Mine with Other Animal,,50,25,25,25,0,Yes,Yekatit,2005,22,Terracing,Tree planting,Conservation activities,1,1,YEBET WST SRA SLEMIBEZA,,Tigray,2,6,8,88,13,1,33
0102060130105001,01020601301050,010206088801301050,01020601301,010206088801301,Rural,3292.635498046875,Tigray,2,6,13,1,50,1,Yes,Yes,,,Yes,,,No,Does Not Yield Any Results,,Yes,,,Merchants,,Governement Organization,1,By Pairing Mine with Someone's Ox,,150,75,75,65,63,Yes,Yekatit,2005,22,Terracing,Preparing water harvesting  pits,Conservation activities,1,1,YEBET WST SRA SLEMTSERA,WEND EYALE SET ATGEZAM,Tigray,2,6,8,88,13,1,50
0102060130106601,01020601301066,010206088801301066,01020601301,010206088801301,Rural,3292.635498046875,Tigray,2,6,13,1,66,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,0,Using Borrowed Oxen,,25,13,13,13,13,Yes,Yekatit,2004,20,Terracing,Preparing water harvesting  pits,Conservation activities,1,1,,,Tigray,2,6,8,88,13,1,66
0102060130108101,01020601301081,010206088801301081,01020601301,010206088801301,Rural,3292.635498046875,Tigray,2,6,13,1,81,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,Merchants,0,By Renting Ox,,58,29,29,29,0,Yes,Yekatit,2005,25,Terracing,Preparing water harvesting  pits,Conservation activities,2,2,,,Tigray,2,6,8,88,13,1,81
0102060130109701,01020601301097,010206088801301097,01020601301,010206088801301,Rural,3292.635498046875,Tigray,2,6,13,1,97,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,2,,,200,100,100,100,100,Yes,Tahsas,2001,25,Terracing,Tree planting,Preparing holes for tree plantation,1,1,MISTE SLETAMEMECH,,Tigray,2,6,8,88,13,1,97
0102060130111201,01020601301112,010206088801301112,01020601301,010206088801301,Rural,3292.635498046875,Tigray,2,6,13,1,112,1,Yes,Yes,,,Yes,,,No,Other Specify,I don't take credit due to religion reasons,Yes,,,Governement Organization,,,0,By Renting Ox,,50,25,25,6,7,Yes,Tahsas,2003,35,Terracing,Tree planting,Preparing holes for tree plantation,1,1,,,Tigray,,,,,,,
0102060130113401,01020601301134,010206088801301134,01020601301,010206088801301,Rural,3292.635498046875,Tigray,2,6,13,1,134,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,Yes,,,No,Other Specify,Because I don't need credit,Yes,,,Never Used Fertilizer,,,0,,,0,0,0,0,0,Yes,Yekatit,2004,25,Terracing,Tree planting,Preparing holes for tree plantation,1,1,,,Tigray,2,6,8,88,13,1,134
0102060130113601,01020601301136,010206088801301136,01020601301,010206088801301,Rural,178.9475860595703,Tigray,2,6,13,1,136,1,Yes,Yes,,,No,Lack of Adequate Crop Field,,No,Other Specify,I don't have adequate farmland,Yes,,,Other (Specify),I have never bought fertilizer,,0,Digging,,3,0,3,0,3,No,,,,,,,2,2,,,Tigray,2,6,8,88,13,1,136
0102060130118001,01020601301180,010206088801301180,01020601301,010206088801301,Rural,178.9475860595703,Tigray,2,6,13,1,180,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Tigray,2,6,8,88,13,1,180
0102070010102701,01020700101027,010207010100101027,01020700101,010207010100101,Small town (urban),1940.819458007813,Tigray,2,7,1,1,27,1,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Governement Organization,,,0,By Renting Ox,,65,25,40,25,40,Yes,Meskerem,2006,12,Terracing,Tree planting,Preparing holes for tree plantation,1,1,,,Tigray,2,7,1,1,1,1,27
0102070010108701,01020700101087,010207010100101087,01020700101,010207010100101,Small town (urban),1940.819458007813,Tigray,2,7,1,1,87,1,Yes,Yes,,,Yes,,,No,Other Specify,Because I don't need credit,Yes,,,Other (Specify),Gift,,0,By Renting Ox,,100,50,50,50,50,Yes,Yekatit,2005,22,Terracing,Preparing water harvesting  pits,,1,1,BESRA MEBZAT MKNYAT,,Tigray,2,7,1,1,1,1,87
0102070010111701,01020700101117,010207010100101117,01020700101,010207010100101,Small town (urban),1940.819458007813,Tigray,2,7,1,1,117,1,No,No,Lack of Money,,No,Other Specify,Ignorance,No,Other Specify,Because I don't need credit,No,Other Specify,I don't need the advisory services,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Tigray,2,7,1,1,1,1,117
0102070010117701,01020700101177,010207010100101177,01020700101,010207010100101,Small town (urban),1940.819458007813,Tigray,2,7,1,1,177,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Tigray,2,7,1,1,1,1,177
0102070010123701,01020700101237,010207010100101237,01020700101,010207010100101,Small town (urban),1940.819458007813,Tigray,2,7,1,1,237,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Tigray,2,7,1,1,1,1,237
0102070010129701,01020700101297,010207010100101297,01020700101,010207010100101,Small town (urban),1940.819458007813,Tigray,2,7,1,1,297,1,No,No,Other Specify,DOUBT ON USEFULNESS,No,Lack of Adequate Crop Field,,No,Other Specify,Because I don't need credit,No,Other Specify,I don't need the advisory services,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,2,2,,,Tigray,2,7,1,1,1,1,297
0102070010129702,01020700101297,010207010100101297,01020700101,010207010100101,Small town (urban),1940.819458007813,Tigray,2,7,1,1,297,2,No,No,Other Specify,DOUBT ON USEFULNESS,No,Lack of Adequate Crop Field,,No,Other Specify,I can not use the money from loan,No,Other Specify,I don't need the advisory services,Never Used Fertilizer,,,0,Other (Specify),I Don't have farm land/ I haven't caltivated,0,0,0,0,0,No,,,,,,,2,,,,Tigray,2,7,1,1,1,1,297
0102070010132701,01020700101327,010207010100101327,01020700101,010207010100101,Small town (urban),1940.819458007813,Tigray,2,7,1,1,327,1,No,No,Other Specify,BECAUSE IDON'T HAVE FARM LAND/I AM NOT FARMING,No,Other Specify,Because I don't have farm land currently under my operation,No,Other Specify,Because I don't need credit,No,Other Specify,Because I am not caltivating any land,Never Used Fertilizer,,,,,,0,0,0,0,0,No,,,,,,,,,,,Tigray,2,7,1,1,1,1,327
0102070010135701,01020700101357,010207010100101357,01020700101,010207010100101,Small town (urban),1940.819458007813,Tigray,2,7,1,1,357,1,No,Yes,,,Yes,,,No,Other Specify,Because I don't need credit,Yes,,,Other (Specify),Gift,,0,Digging,,1,0,1,0,1,No,,,,,,,1,1,,,Tigray,,,,,,,
